Class,Inherited_class,Structure_name,Crater_field,Region,Country,Continent/Ocean,Lat,Lon,Diameter_final_rim_km,Diameter_present-day_km,Diameter_outer_limit_of_deformation_km,Diameter_km,DiameterSQL_km,Age_Ma,Younger_age_limit_Ma,Best_age_Ma,Older_age_limit_Ma,Age_uncert_Ma,Age_uncert_type,Overburden_m,Present_water_depth_m,Drilled,Target,Target_water_depth_m,Impactor,,,,,,,,,,,
2,-,Yallalie,-,-,Australia,Australia,-30.45,115.77,-,-,-,13,13,~90,81,90,99,-,10%,-,-,-,-,-,-,,,,,,,,,,,
2,-,Zhongcangxiang,-,Tibet,China,Asia,32.04454,85.33388,0.05,0.05,-,0.05,0.05,Holocene,0,-,0.0115,-,"stratigraphic, geomorphologic",0,0,n,S,0,-,,,,,,,,,,,
3,-,Agheir,-,-,Mauritania,Africa,20,-15,-,-,-,-,-1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,AGNAK,-,-,Canada,North America,67.50,-108.00,-,-,-,0.17,0.17,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Aimorés,-,-,Brazil,South America,-19.425,-41.046,-,-,-,10,10,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,107
3,x,AKCHOKY,-,-,Kazakhstan,Asia,47.70,72.38,-,-,-,10,10,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,AKONVESI,-,-,Finland,Europe,63.02,28.27,-,-,-,2.5,2.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Al Hashima,-,-,Saudi Arabia,Asia,27.85,43.1,-,-,-,15,15,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Al Madafi,-,-,Saudi Arabia,Asia,28.653,37.191,-,-,-,6,6,<360.0,-,-,360,stratigraphic,-,0,0,-,Ss,-,-,,,,,,,,,,,
3,-,Al Umchaimin (=Um Chaimin=Tleachman),-,-,Iraq,Asia,32.5847,39.4215,-,-,-,2.75,3.2,post Paleocene,-,-,55.8,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Ålaape,-,-,Sweden,Europe,67.70,19.20,-,-,-,10,10,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ALA-KITKA,-,-,Finland,Europe,66.28,28.97,-,-,-,8,8,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ALEXEYEVSKOYE,-,-,Russia,Asia,55.30,50.10,-,-,-,0.04,0.04,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Alvaro Obregón,-,north,Mexico,North America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Alvasjön,-,-,Sweden,Europe,58.0833,14.1218,-,1.60,-,1.6,1.6,?,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,Amak,-,-,USA,North America,55.73,-163.15,-,-,-,0.16,0.16,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,AMAMI,-,-,Japan,Asia,28.42,129.63,-,-,-,2.4,2.4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Amönau,-,Hessen,Germany,Europe,50.90,8.68,-,-,-,na,-1,383.4 ± 0.5,382.9,383.4,383.9,0.5,stratigraphic,-,-,-,-,-,-,,,,,,,,,,,
3,x,AMURSKII,-,-,Russia,Asia,48.00,132.70,-,-,-,0.175,0.175,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Anderviken,-,-,Sweden,Europe,58.9,17.6,-,-,-,2,2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Anefis,-,-,Mali,Africa,18.0734,-0.0501,-,-,-,3,3,post-Paleogene,0,-,23,-,-,0,0,-,-,-,-,,,,,,,,,,,
3,-,Aorounga center,-,-,Chad,Africa,19.229,19.261,-,-,-,11.7,11.7,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Aorounga east,-,-,Chad,Africa,19.451,19.505,-,-,-,11.6,11.6,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Aorounga north,-,-,Chad,Africa,19.388,19.327,-,-,-,12,12,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Araona,-,-,Bolivia,South America,-,-,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,ARCHANGEL'SKOE,-,-,Russia,Asia,57.80,46.30,-,-,-,0.09,0.09,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ARNHEM,-,-,Australia,Australia,-13.17,135.67,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Arroyo Las Garzas,-,Santa Fe,Argentina,South America,-28.7306,-59.4966,-,-,-,1.5,1.5,<0.1,-,-,0.1,-,-,0,-,N,-,-,-,,,,,,,,,,,
3,-,Aukstadvaris,-,-,Lithuania,Europe,53.50,24.60,-,-,-,0.185,0.185,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,AURESELKÄ,-,-,Finland,Europe,62.00,23.38,-,-,-,4.5,4.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Avon,-,Missouri,USA,North America,37.7,-90.2,-,-,-,17,17,post-Devonian to <360,359,-,360,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Azenak East,-,-,Niger,Africa,16.5,8.0,-,-,-,1,1,post-Jurassic,-,-,145.5,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Azenak West,-,-,Niger,Africa,16.5,8.0,-,-,-,0.5,0.5,post-Jurassic,-,-,145.5,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,BAGHDAD,-,-,Iraq,Asia,33.33,44.42,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Baibasunskaya,-,-,Kazakhstan,Asia,47,73,-,-,-,0.48,0.48,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Bajada del Diablo,Bajada del Diablo,Chubut,Argentina,South America,-42.75,-67.50,-,-,-,1,1,Tertiary to Pleistocene,0.01,-,65,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Bajo Hondo,-,Patagonia,Argentina,South America,-42.297,-67.924,-,-,-,3.9,3.9,<10,-,-,10,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,x,BALKHASH,-,-,Kazakhstan,Asia,45.75,77.50,-,-,-,2,2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,BALKHASH LAKE,-,-,Kazakhstan,Asia,47.00,73.00,-,-,-,720,720,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Bangweulu,-,-,Zambia,Africa,-11.54,30.14,-,-,-,150,150,<620.0,-,-,620,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,BARABA,-,-,Russia,Asia,54.50,77.50,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,BARABOO,-,-,USA,North America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Barramundi,-,Northern Territory,Australia,Australia,-16.82,136.67,-,-,-,4,4,1600-2500,1600,-,2500,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,BASRA,-,-,Iraq,Asia,30.33,47.67,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Båven,-,-,Sweden,Europe,58.9,17.0,-,-,-,15,15,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Baydaratsky,-,-,Russia,Asia,-,-,-,-,-,20,20,57,-,57,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Beata Crater,-,Venezuelan Basin,-,South America,-,-,-,-,-,180,180,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Bee Fork,-,Missouri,USA,North America,37.4,-90.9,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Belinga,-,-,Gabon,Africa,1.47,12.89,-,-,-,7,7,<3200,-,-,3200,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Belize,-,-,-,South America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Berdichev,-,-,Ukraine,Europe,50.00,28.50,-,-,-,0.03,0.03,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,BEREZOVO,-,-,Russia,Asia,63.00,65.00,-,-,-,0.25,0.25,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Biarritz,-,offshore,France,Europe,43.48,1.65,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Big Lake,-,Mackenzie District,Canada,North America,64.87,-112.95,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Bizeneuille,-,-,France,Europe,46.40,2.60,-,-,-,300,300,215,193.5,215,236.5,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,-,Black Rock,-,Nevada,USA,North America,40.984,-118.916,-,-,-,87,87,?,-,-,-,-,-,0,0,Y,-,-,-,,,,,,,,,,,
3,-,Bohemia,-,-,Czech Republic,Europe,49.9,14.7,-,-,-,260,260,>700,700,-,-,-,stratigraphic,-,-,Y,-,-,-,,,,,,,,,,,
3,x,BORISKOVO,-,-,Russia,Asia,56.00,36.50,-,-,-,0.01,0.01,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Bowers,-,-,Antarctica,Antarctica,-71.2,176,-,-,-,100,100,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,BRUKKAROS,-,-,Namibia,Africa,-25.83,18.00,-,-,-,2,2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Burträsket,-,-,Sweden,Europe,64.70,21.00,-,-,-,25,25,Prot.,542,-,2500,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,BUTARE,-,-,Rwanda,Africa,-2.60,29.75,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Cabreron,-,-,France,Europe,-,-,-,-,-,0.22,0.22,0.01,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Calvert Hill,-,Northern Territory,Australia,Australia,-17.37,137.47,-,-,-,4,4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Camooweal,-,Queensland and Northern Territory,Australia,Australia,-10.25,138.12,-,-,-,~30,30,>550,550,-,-,-,-,buried,-,N,-,-,-,,,,,,,,,,,
3,-,Catalina,-,offshore southern California,USA,North America,32.91,-118.09,-,-,-,32,32,16-19,16,-,18,-,stratigraphic/radiometric,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Cerro Blanco,-,New Mexico,USA,North America,36.25967,-106.83729,-,-,-,6,6,Late Cretaceous to Tertiary,1.8,-,100,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Cerro Jarau,-,-,Brazil,South America,-30.20,-56.53,-,-,-,10,10,~117,105.3,117,128.7,-,10%,0,-,N,-,-,-,,,,,,,,,,,
3,-,Chicxulub II,-,Yucatan,Mexico,North America,22.0,-89.2,-,-,-,60-80,70,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,CHIK,-,-,Russia,Asia,55.00,82.50,-,-,-,0.075,0.075,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Chituli,-,-,Zambia,Africa,-11.261,32.411,-,-,-,3.8,3.8,Neoproterozoic to Late Paleozoic,251,-,1000,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Chulman,-,-,Russia,Asia,56.9,125,-,-,-,4,4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Cold Turkey Creek,-,North Dakota,USA,North America,45.95,-103.70,-,-,-,5,5,post Middle Ordovician,-,-,461,-,stratigraphic,buried,-,Y,-,-,-,,,,,,,,,,,
3,-,Cowell,-,California,USA,North America,38.524,-121.596,-,-,-,1.3,1.3,25-30,25,-,30,-,stratigraphic,760,0,Y,Ss,0,-,,,,,,,,,,,
3,-,Cuvette Centrale,-,-,Congo,Africa,-0.7,19.9,-,-,-,400-800,600,Late Precambrian to Triassic,200,-,600,-,Stratigraphic,1000,0,Y,"S, (I, M ?)",-,-,,,,,,,,,,,
3,-,Dirranbandi,-,Queensland,Australia,Australia,-28.58,148.17,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,DOGUBAYAZID,-,-,Turkey,Asia,39.53,44.23,-,-,-,0.035,0.035,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,DOLGOE,-,-,Russia,Asia,54.00,37.90,-,-,-,0.03,0.03,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Drängsjön,-,-,Sweden,Europe,59.50,18.50,-,-,-,1.5,1.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Dumas,-,-,Canada,North America,40.92,-102.12,-,-,-,3.2,3.2,<70,-,-,70,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Dycus,-,-,USA,North America,36.3786,-85.7806,-,-,-,0.6,0.6,Upper Ordovician to Lower Mississippian,345,-,461,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,x,DZHAUS,-,-,Tajikistan,Asia,39.20,67.30,-,-,-,0.007,0.007,in 1950?,0.0000495,0.000055,0.0000605,-,10%,0,-,-,-,-,-,,,,,,,,,,,
3,x,DZHEZKAZGAN,-,-,Kazakhstan,Asia,47.00,70.00,-,-,-,300,300,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,EL MREITI,-,-,Mauritania,Africa,23.50,-6.08,-,-,-,0.7,0.7,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,El-Mirba (=Treibil),-,-,Iraq,Asia,32.748,39.011,-,-,-,10,10,post Cretaceous,-,-,65.5,-,stratigraphic,0,0,-,Ssc,0,-,,,,,,,,,,,
3,-,Emery Knoll,-,offshore southern California,USA,North America,33.065,-118.36,-,-,-,37,37,16-20,16,-,18,-,stratigraphic/radiometric,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Enyahinskiy,-,-,Russia,Asia,-,-,-,-,-,0.5,0.5,Upper Jurassic,146,-,161,-,stratigraphic,buried,-,-,-,-,-,,,,,,,,,,,
3,x,ERG GHECH,-,-,Algeria,Africa,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ERNUR,-,-,Russia,Asia,56.80,47.93,-,-,-,0.125,0.125,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Estancia Los Mellizos,-,Santa Cruz,Argentina,South America,-47.354,-70.027,-,-,-,15,15,<170,-,-,170,-,Stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Ewing,-,-,Pacific Ocean,North America,0.0,-146.00,-,-,-,150,150,7 to 11,7,-,11,-,biostratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Filippovskaya,-,Novosib. ar,Russia,Asia,-,-,-,-,-,20,20,Triassic-Early Jurassic,176,-,251,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,FINSE,-,-,Norway,Europe,60.33,7.02,-,-,-,0.2,0.2,800-400,400,-,800,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,FIRTH,-,-,Great Britain,Europe,60.50,-0.97,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Fontaine Lake,-,Saskatchewan,Canada,North America,59.70,-106.42,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,FREETOWN,-,-,Sierra Leone,Africa,8.33,-13.33,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Furnace Creek,-,Missouri,USA,North America,37.7,-90.6,-,-,-,7,7,Late Cambrian ~500,450,500,550,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,GADDBERGSÖ,-,-,Finland,Europe,60.38,26.40,-,-,-,4.5,4.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,GALLOUÉDEC,-,-,Mauritania,Africa,21.00,-15.67,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,GARET EL-LEFET,-,-,Libya,Africa,25.00,16.50,-,-,-,3,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,GLAVA,-,-,Sweden,Europe,59.50,12.30,-,-,-,-,-1,1200-900,900,-,1200,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Gogui,-,-,Mauritania,Africa,15.5,-11.4,-,-,-,0.6,0.6,recent,-,-,0.0115,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,GONAMSKI,-,-,Russia,Asia,56.30,126.80,-,-,-,0.025,0.025,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,GOURMA,-,-,Mali,Africa,15.28,-1.32,-,-,-,0.2,0.2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Govenlock ,-,Alberta,Canada,North America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Gran Altiplanicie Central.,-,Santa Cruz,Argentina,South America,-,-,-,-,-,1,1,<12,-,-,12,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Great Depression,-,Siberia,Russia,Asia,60.92,101.95,-,-,-,8,8,Triassic,200,-,251,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
3,-,Guadalupe,-,-,-,South America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,GUERRARA,-,-,Algeria,Africa,33.32,5.28,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Gulpuliyul,-,Northern Territory,Australia,Australia,-13.32,134.10,-,-,-,10,10,542-1600,542,-,1600,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Gunnison,-,Colorado,USA,North America,38.48188,-106.98386,-,-,-,8.4,8.4,<1700,0,-,1700,-,stratigraphic,0,0,-,"I, M",-,-,,,,,,,,,,,
3,x,HAAPASELKÄ,-,-,Finland,Europe,61.58,28.28,-,-,-,5.5,5.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,HAGENS FJORD,-,-,Greenland,Europe,81.75,-28.25,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Haiti,-,-,-,North America,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Halsarendjupet,-,-,Sweden,Europe,60.2,19.1,-,-,-,15,15,Paleozoic,251,-,542,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,HANKAJÄRVI,-,-,Finland,Europe,62.88,24.35,-,-,-,2.7,2.7,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,HANKAVESI,-,-,Finland,Europe,62.37,26.40,-,-,-,3.5,3.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,HARADS,-,-,Sweden,Europe,-,-,-,-,-,170,170,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Hardangervidda,-,-,Norway,Europe,60.55833,7.03278,-,-,-,-,-1,late Precambrian - Caledonian orogeny,359,-,1000,-,stratigraphic,0,0,-,-,-,-,,,,,,,,,,,
3,x,HÄRKMERIFJÄRDEN,-,-,Finland,Europe,62.18,21.45,-,-,-,6,6,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Haswell Hole,-,Colorado,USA,North America,38.326,-103.094,-,-,-,35,35,"1400 to late Proterozic, probably ~1000",542,1000,1400,-,stratigraphic,-,-,Y,-,-,-,,,,,,,,,,,
3,x,HAUTOSELKÄ,-,-,Finland,Europe,61.62,26.47,-,-,-,5,5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Hazel Green,-,Missouri,USA,North America,37.85,-92.2,-,-,-,-,-1,Late Cambrian ~500,450,500,550,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,-,Hemauer Pulk,Hemauer Pulk,-,Germany,Europe,49.05,11.78,-,-,-,2,2,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Hemmestorp,-,-,Sweden,Europe,56.3,14.1,-,-,-,6,6,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Herbert,-,-,Australia,Australia,-25.05,124.38,-,-,-,8,8,≤Middle Cambr.,-,-,501,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Herpuchi,Herpuchi,Khabar.kr.,Russia,Asia,52.9,138.1,-,-,-,0.03,0.03,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,-,Hickman,-,-,Australia,Australia,-23.03707,119.68311,-,-,-,0.26,0.26,<0.1,-,-,0.1,-,geomorphologic,0,0,n,-,-,-,,,,,,,,,,,
3,-,Hicks Dome,-,Illinois,USA,North America,37.6,-88,-,-,-,16,16,late Mississippian to early Pensylvanian,310,-,330,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,HIRVISELKÄ,-,-,Finland,Europe,62.78,27.82,-,-,-,7,7,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Hogane,-,-,Sweden,Europe,58.6,12.1,-,-,-,5,5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,HONGKONG,-,-,China,Asia,24.70,-,-,-,-,11,11,43.3,38.97,43.3,47.63,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,HOSHIKUBO,-,-,Japan,Asia,26.27,127.78,-,-,-,0.6,0.6,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,HOSHINOKO-ZAN,-,-,Japan,Asia,35.73,133.23,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,HOUSUSELKÄ,-,-,Finland,Europe,68.22,25.00,-,-,-,6,6,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Idritsa,-,-,Russia,Asia,56.30,28.80,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Ilkurka,-,-,Australia,Australia,-28.37,127.43,-,-,-,15,15,≤Middle Cambr.,-,-,501,-,-,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Inajah,-,-,Brazil,South America,-8.67,-50.97,-,-,-,6,6,?,-,-,-,-,-,0,-,N,-,-,-,,,,,,,,,,,
3,x,INTALY,-,-,Kazakhstan,Asia,61.97,30.92,-,-,-,20,20,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,ISO-RÄYRINKI,-,-,Finland,Europe,62.92,23.92,-,-,-,2,2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,IVAR,-,-,Sweden,Europe,55.45,16.38,-,-,-,5,5,<250.0,-,-,250,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Järna,-,-,Sweden,Europe,60.6,14.2,-,-,-,12,12,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Jeskazganskiy,-,-,Russia,Asia,-,-,-,-,-,100,100,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Joey ,-,southern offshore,Australia,Australia,-39.16,141.21,-,-,-,4,4,?,-,-,-,-,-,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Judge ,-,offshore Long Island,USA,North America,41.17,-72.405,-,-,-,1,1,?,-,-,-,-,-,buried,-,-,-,-,-,,,,,,,,,,,
3,x,JUOJÄRVI,-,-,Finland,Europe,62.73,28.63,-,-,-,6.5,6.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,JUURUSVESI,-,-,Finland,Europe,63.07,27.92,-,-,-,12,12,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KAIBSKO-CHUISKAYA,-,-,Kazakhstan,Asia,46.00,72.50,-,-,-,550,550,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KAKKARAVAARA,-,-,Finland,Europe,62.97,30.93,-,-,-,12,12,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KALOTFJÄRDEN,-,-,Finland,Europe,63.33,22.10,-,-,-,17,17,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Kalushskaja,-,-,Ukraine,Europe,49.00,24.37,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Kangaroo ,-,southern offshore,Australia,Australia,-39.0465,141.285,-,-,-,5,5,?,-,-,-,-,-,buried,-,-,-,-,-,,,,,,,,,,,
3,-,Karachev (= Carahec),-,-,Russia,Europe,53.20,35.10,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
3,x,KARAGANDA,-,-,Russia,Asia,49.80,73.20,-,-,-,0.08,0.08,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Karelia,-,-,Russia,Europe,62.38,34.95,-,~100,-,~100,100,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KASABA,-,-,Russia,Asia,53.80,61.40,-,-,-,1,1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KASARIK (=Kazaric),-,Lugan. Area,Russia,Asia,49.90,38.30,-,-,-,0.7,0.7,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KASARINSELKÄ,-,-,Finland,Europe,68.95,27.68,-,-,-,10.5,10.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KATEN,-,-,Russia,Asia,47.00,136.40,-,-,-,0.04,0.04,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,-,Kattfjorden,-,-,Sweden,Europe,59.4,13.1,-,-,-,7.5,7.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KEELEY LAKE,-,-,Canada,North America,54.90,-108.13,-,-,-,12.8,12.8,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KET,-,-,Russia,Asia,-,-,-,-,-,none,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KHURUNXARAGA,-,-,Botswana,Africa,-19.83,23.33,-,-,-,0.022,0.022,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
3,x,KILA,-,-,Sweden,Europe,59.20,12.80,-,-,-,-,-1,1600,1440,1600,1760,-,10%,-,-,-,-,-,-,,,,,,,,,,,
3,x,KIURUJÄRVI,-,-,Finland,Europe,67.52,27.42,-,-,-,2,2,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
